"age_yrs","age_of_onset","Condition","log_frequency","ACC","rt","PartID","ItemID"
21,13,"Simple",5.2,1,480,"23","076"
20,19,"Simple",5.2,0,601,"24","076"
23,21,"Simple",5.2,0,611,"25","076"
35,33,"Simple",5.2,1,789,"26","076"
31,28,"Simple",5.2,1,399,"27","076"
38,36,"Simple",5.2,1,600,"28","076"
30,27,"Simple",5.2,0,488,"29","076"
35,32,"Simple",5.2,1,452,"30","076"
26,22,"Simple",5.2,0,470,"31","076"
26,24,"Simple",5.2,1,577,"32","076"
22,20,"Simple",5.2,1,497,"33","076"
28,26,"Simple",5.2,1,509,"34","076"
24,20,"Simple",5.2,1,580,"35","076"
25,23,"Simple",5.2,0,506,"36","076"
38,37,"Simple",5.2,1,479,"37","076"
22,19,"Simple",5.2,1,537,"38","076"
31,25,"Simple",5.2,1,450,"39","076"
23,20,"Simple",5.2,1,582,"40","076"
24,19,"Simple",5.2,1,468,"41","076"
35,32,"Simple",5.2,1,793,"42","076"
22,19,"Simple",5.2,1,639,"43","076"
31,26,"Simple",5.2,1,537,"44","076"
27,23,"Simple",5.2,1,845,"45","076"
24,20,"Simple",5.2,0,577,"46","076"
19,17,"Simple",5.2,0,499,"47","076"
20,18,"Simple",5.2,1,451,"48","076"
25,21,"Simple",5.2,1,595,"49","076"
36,34,"Simple",5.2,1,590,"50","076"
22,18,"Simple",4.3,1,603,"01","077"
36,34,"Simple",4.3,1,634,"02","077"
26,23,"Simple",4.3,1,581,"03","077"
25,23,"Simple",4.3,0,778,"04","077"
31,25,"Simple",4.3,1,509,"05","077"
31,29,"Simple",4.3,1,443,"06","077"
21,18,"Simple",4.3,1,618,"07","077"
24,22,"Simple",4.3,0,436,"08","077"
31,30,"Simple",4.3,1,617,"09","077"
32,29,"Simple",4.3,1,463,"10","077"
29,24,"Simple",4.3,1,560,"11","077"
29,27,"Simple",4.3,1,964,"12","077"
30,28,"Simple",4.3,1,558,"13","077"
30,28,"Simple",4.3,0,578,"14","077"
37,36,"Simple",4.3,1,601,"15","077"
36,32,"Simple",4.3,1,797,"16","077"
20,16,"Simple",4.3,1,555,"17","077"
33,31,"Simple",4.3,1,453,"18","077"
38,36,"Simple",4.3,1,536,"19","077"
24,22,"Simple",4.3,1,1011,"20","077"
23,21,"Simple",4.3,0,637,"21","077"
18,15,"Simple",4.3,1,578,"22","077"
21,13,"Simple",4.3,1,672,"23","077"
20,19,"Simple",4.3,1,723,"24","077"
23,21,"Simple",4.3,0,673,"25","077"
35,33,"Simple",4.3,0,731,"26","077"
31,28,"Simple",4.3,0,484,"27","077"
38,36,"Simple",4.3,1,635,"28","077"
30,27,"Simple",4.3,0,429,"29","077"
35,32,"Simple",4.3,0,498,"30","077"
26,22,"Simple",4.3,1,438,"31","077"
26,24,"Simple",4.3,0,621,"32","077"
22,20,"Simple",4.3,0,939,"33","077"
28,26,"Simple",4.3,0,473,"34","077"
24,20,"Simple",4.3,1,526,"35","077"
25,23,"Simple",4.3,0,521,"36","077"
38,37,"Simple",4.3,1,627,"37","077"
22,19,"Simple",4.3,1,504,"38","077"
31,25,"Simple",4.3,1,433,"39","077"
23,20,"Simple",4.3,1,640,"40","077"
24,19,"Simple",4.3,1,474,"41","077"
35,32,"Simple",4.3,1,535,"42","077"
22,19,"Simple",4.3,1,785,"43","077"
31,26,"Simple",4.3,1,613,"44","077"
27,23,"Simple",4.3,1,552,"45","077"
24,20,"Simple",4.3,1,596,"46","077"
19,17,"Simple",4.3,0,426,"47","077"
20,18,"Simple",4.3,1,549,"48","077"
25,21,"Simple",4.3,1,548,"49","077"
36,34,"Simple",4.3,0,478,"50","077"
22,18,"Simple",3,1,862,"01","078"
36,34,"Simple",3,1,776,"02","078"
26,23,"Simple",3,1,684,"03","078"
25,23,"Simple",3,1,903,"04","078"
31,25,"Simple",3,1,729,"05","078"
31,29,"Simple",3,1,919,"06","078"
21,18,"Simple",3,1,722,"07","078"
24,22,"Simple",3,0,496,"08","078"
31,30,"Simple",3,0,689,"09","078"
32,29,"Simple",3,1,881,"10","078"
29,24,"Simple",3,1,706,"11","078"
29,27,"Simple",3,1,952,"12","078"
30,28,"Simple",3,1,1055,"13","078"
30,28,"Simple",3,0,572,"14","078"
37,36,"Simple",3,1,698,"15","078"
36,32,"Simple",3,1,873,"16","078"
20,16,"Simple",3,1,890,"17","078"
33,31,"Simple",3,0,661,"18","078"
38,36,"Simple",3,1,618,"19","078"
24,22,"Simple",3,1,739,"20","078"
23,21,"Simple",3,0,738,"21","078"
18,15,"Simple",3,1,1032,"22","078"
21,13,"Simple",3,1,621,"23","078"
20,19,"Simple",3,0,896,"24","078"
23,21,"Simple",3,0,641,"25","078"
35,33,"Simple",3,0,688,"26","078"
31,28,"Simple",3,1,428,"27","078"
38,36,"Simple",3,1,718,"28","078"
30,27,"Simple",3,0,486,"29","078"
35,32,"Simple",3,0,418,"30","078"
26,22,"Simple",3,1,466,"31","078"
26,24,"Simple",3,1,599,"32","078"
22,20,"Simple",3,1,1128,"33","078"
28,26,"Simple",3,1,666,"34","078"
24,20,"Simple",3,1,809,"35","078"
25,23,"Simple",3,0,710,"36","078"
38,37,"Simple",3,1,748,"37","078"
22,19,"Simple",3,1,747,"38","078"
31,25,"Simple",3,1,515,"39","078"
23,20,"Simple",3,1,841,"40","078"
24,19,"Simple",3,1,638,"41","078"
35,32,"Simple",3,1,814,"42","078"
22,19,"Simple",3,1,806,"43","078"
31,26,"Simple",3,1,1205,"44","078"
27,23,"Simple",3,1,544,"45","078"
24,20,"Simple",3,1,487,"46","078"
19,17,"Simple",3,0,513,"47","078"
20,18,"Simple",3,1,650,"48","078"
25,21,"Simple",3,0,717,"49","078"
36,34,"Simple",3,0,583,"50","078"
22,18,"Complex",1.5,1,1357,"01","079"
36,34,"Complex",1.5,1,812,"02","079"
26,23,"Complex",1.5,1,795,"03","079"
25,23,"Complex",1.5,1,1680,"04","079"
31,25,"Complex",1.5,0,655,"05","079"
31,29,"Complex",1.5,0,493,"06","079"
21,18,"Complex",1.5,0,1286,"07","079"
24,22,"Complex",1.5,0,506,"08","079"
31,30,"Complex",1.5,1,814,"09","079"
32,29,"Complex",1.5,1,845,"10","079"
29,24,"Complex",1.5,0,810,"11","079"
29,27,"Complex",1.5,0,994,"12","079"
30,28,"Complex",1.5,0,601,"13","079"
30,28,"Complex",1.5,0,659,"14","079"
37,36,"Complex",1.5,1,746,"15","079"
36,32,"Complex",1.5,0,1289,"16","079"
20,16,"Complex",1.5,0,523,"17","079"
33,31,"Complex",1.5,0,677,"18","079"
38,36,"Complex",1.5,0,824,"19","079"
24,22,"Complex",1.5,1,1296,"20","079"
23,21,"Complex",1.5,0,1092,"21","079"
18,15,"Complex",1.5,0,794,"22","079"
21,13,"Complex",1.5,1,932,"23","079"
20,19,"Complex",1.5,0,832,"24","079"
23,21,"Complex",1.5,0,765,"25","079"
35,33,"Complex",1.5,0,922,"26","079"
31,28,"Complex",1.5,0,613,"27","079"
38,36,"Complex",1.5,0,820,"28","079"
30,27,"Complex",1.5,0,732,"29","079"
35,32,"Complex",1.5,0,687,"30","079"
26,22,"Complex",1.5,0,597,"31","079"
26,24,"Complex",1.5,0,793,"32","079"
22,20,"Complex",1.5,0,633,"33","079"
28,26,"Complex",1.5,0,748,"34","079"
24,20,"Complex",1.5,0,1033,"35","079"
25,23,"Complex",1.5,0,1095,"36","079"
38,37,"Complex",1.5,1,904,"37","079"
22,19,"Complex",1.5,0,912,"38","079"
31,25,"Complex",1.5,0,513,"39","079"
23,20,"Complex",1.5,1,1246,"40","079"
24,19,"Complex",1.5,0,685,"41","079"
35,32,"Complex",1.5,1,1108,"42","079"
22,19,"Complex",1.5,0,735,"43","079"
31,26,"Complex",1.5,1,912,"44","079"
27,23,"Complex",1.5,1,1262,"45","079"
24,20,"Complex",1.5,0,770,"46","079"
19,17,"Complex",1.5,0,590,"47","079"
20,18,"Complex",1.5,0,615,"48","079"
25,21,"Complex",1.5,0,538,"49","079"
36,34,"Complex",1.5,0,854,"50","079"
22,18,"Simple",2.6,0,669,"01","080"
36,34,"Simple",2.6,0,714,"02","080"
26,23,"Simple",2.6,1,692,"03","080"
25,23,"Simple",2.6,1,1243,"04","080"
31,25,"Simple",2.6,1,652,"05","080"
31,29,"Simple",2.6,1,572,"06","080"
21,18,"Simple",2.6,1,865,"07","080"
24,22,"Simple",2.6,0,451,"08","080"
31,30,"Simple",2.6,1,917,"09","080"
32,29,"Simple",2.6,1,488,"10","080"
29,24,"Simple",2.6,1,520,"11","080"
29,27,"Simple",2.6,0,1171,"12","080"
30,28,"Simple",2.6,0,716,"13","080"
30,28,"Simple",2.6,1,782,"14","080"
37,36,"Simple",2.6,1,751,"15","080"
36,32,"Simple",2.6,1,1087,"16","080"
20,16,"Simple",2.6,0,747,"17","080"
33,31,"Simple",2.6,1,756,"18","080"
38,36,"Simple",2.6,0,1034,"19","080"
24,22,"Simple",2.6,1,1543,"20","080"
23,21,"Simple",2.6,0,585,"21","080"
18,15,"Simple",2.6,0,563,"22","080"
21,13,"Simple",2.6,1,665,"23","080"
20,19,"Simple",2.6,0,707,"24","080"
23,21,"Simple",2.6,1,1291,"25","080"
35,33,"Simple",2.6,1,673,"26","080"
31,28,"Simple",2.6,0,558,"27","080"
38,36,"Simple",2.6,1,725,"28","080"
30,27,"Simple",2.6,1,565,"29","080"
35,32,"Simple",2.6,1,476,"30","080"
26,22,"Simple",2.6,1,514,"31","080"
26,24,"Simple",2.6,0,559,"32","080"
22,20,"Simple",2.6,0,920,"33","080"
28,26,"Simple",2.6,0,478,"34","080"
24,20,"Simple",2.6,1,563,"35","080"
25,23,"Simple",2.6,1,829,"36","080"
38,37,"Simple",2.6,0,827,"37","080"
22,19,"Simple",2.6,1,890,"38","080"
31,25,"Simple",2.6,0,1340,"39","080"
23,20,"Simple",2.6,1,1075,"40","080"
24,19,"Simple",2.6,1,495,"41","080"
35,32,"Simple",2.6,1,1161,"42","080"
22,19,"Simple",2.6,1,723,"43","080"
31,26,"Simple",2.6,1,656,"44","080"
27,23,"Simple",2.6,1,671,"45","080"
24,20,"Simple",2.6,1,743,"46","080"
19,17,"Simple",2.6,0,552,"47","080"
20,18,"Simple",2.6,0,505,"48","080"
25,21,"Simple",2.6,1,649,"49","080"
36,34,"Simple",2.6,1,641,"50","080"
22,18,"Simple",6,1,629,"01","081"
36,34,"Simple",6,1,531,"02","081"
26,23,"Simple",6,1,634,"03","081"
25,23,"Simple",6,1,996,"04","081"
31,25,"Simple",6,1,459,"05","081"
31,29,"Simple",6,1,628,"06","081"
21,18,"Simple",6,1,761,"07","081"
24,22,"Simple",6,1,451,"08","081"
31,30,"Simple",6,1,752,"09","081"
32,29,"Simple",6,1,559,"10","081"
29,24,"Simple",6,1,638,"11","081"
29,27,"Simple",6,1,836,"12","081"
30,28,"Simple",6,0,803,"13","081"
30,28,"Simple",6,1,852,"14","081"
37,36,"Simple",6,1,864,"15","081"
36,32,"Simple",6,1,748,"16","081"
20,16,"Simple",6,1,584,"17","081"
33,31,"Simple",6,1,548,"18","081"
38,36,"Simple",6,0,690,"19","081"
24,22,"Simple",6,1,1322,"20","081"
23,21,"Simple",6,0,496,"21","081"
18,15,"Simple",6,1,622,"22","081"
21,13,"Simple",6,1,669,"23","081"
20,19,"Simple",6,1,872,"24","081"
23,21,"Simple",6,1,631,"25","081"
35,33,"Simple",6,1,817,"26","081"
31,28,"Simple",6,1,601,"27","081"
38,36,"Simple",6,1,938,"28","081"
30,27,"Simple",6,1,498,"29","081"
35,32,"Simple",6,0,425,"30","081"
26,22,"Simple",6,1,415,"31","081"
26,24,"Simple",6,0,558,"32","081"
22,20,"Simple",6,1,773,"33","081"
28,26,"Simple",6,1,534,"34","081"
24,20,"Simple",6,1,625,"35","081"
25,23,"Simple",6,0,471,"36","081"
38,37,"Simple",6,1,652,"37","081"
22,19,"Simple",6,1,812,"38","081"
31,25,"Simple",6,1,507,"39","081"
23,20,"Simple",6,1,794,"40","081"
24,19,"Simple",6,1,424,"41","081"
35,32,"Simple",6,1,897,"42","081"
22,19,"Simple",6,1,581,"43","081"
31,26,"Simple",6,1,844,"44","081"
27,23,"Simple",6,1,622,"45","081"
24,20,"Simple",6,1,701,"46","081"
19,17,"Simple",6,1,507,"47","081"
20,18,"Simple",6,0,530,"48","081"
25,21,"Simple",6,1,603,"49","081"
36,34,"Simple",6,1,613,"50","081"
22,18,"Simple",4.6,1,942,"01","082"
36,34,"Simple",4.6,1,641,"02","082"
26,23,"Simple",4.6,1,840,"03","082"
25,23,"Simple",4.6,1,1433,"04","082"
31,25,"Simple",4.6,1,448,"05","082"
31,29,"Simple",4.6,0,556,"06","082"
21,18,"Simple",4.6,1,863,"07","082"
24,22,"Simple",4.6,0,455,"08","082"
31,30,"Simple",4.6,1,1002,"09","082"
32,29,"Simple",4.6,1,584,"10","082"
29,24,"Simple",4.6,1,581,"11","082"
29,27,"Simple",4.6,1,936,"12","082"
30,28,"Simple",4.6,1,606,"13","082"
30,28,"Simple",4.6,1,693,"14","082"
37,36,"Simple",4.6,1,1005,"15","082"
36,32,"Simple",4.6,1,1073,"16","082"
20,16,"Simple",4.6,1,617,"17","082"
33,31,"Simple",4.6,1,544,"18","082"
38,36,"Simple",4.6,1,690,"19","082"
24,22,"Simple",4.6,1,1053,"20","082"
23,21,"Simple",4.6,0,563,"21","082"
18,15,"Simple",4.6,0,654,"22","082"
21,13,"Simple",4.6,1,714,"23","082"
20,19,"Simple",4.6,0,694,"24","082"
23,21,"Simple",4.6,1,574,"25","082"
35,33,"Simple",4.6,1,598,"26","082"
31,28,"Simple",4.6,1,508,"27","082"
38,36,"Simple",4.6,1,646,"28","082"
30,27,"Simple",4.6,1,542,"29","082"
35,32,"Simple",4.6,0,546,"30","082"
26,22,"Simple",4.6,0,470,"31","082"
26,24,"Simple",4.6,0,569,"32","082"
22,20,"Simple",4.6,1,738,"33","082"
28,26,"Simple",4.6,1,592,"34","082"
24,20,"Simple",4.6,1,539,"35","082"
25,23,"Simple",4.6,0,559,"36","082"
38,37,"Simple",4.6,1,809,"37","082"
22,19,"Simple",4.6,0,744,"38","082"
31,25,"Simple",4.6,1,481,"39","082"
23,20,"Simple",4.6,1,697,"40","082"
24,19,"Simple",4.6,1,583,"41","082"
35,32,"Simple",4.6,1,680,"42","082"
22,19,"Simple",4.6,1,814,"43","082"
31,26,"Simple",4.6,1,703,"44","082"
27,23,"Simple",4.6,1,768,"45","082"
24,20,"Simple",4.6,1,646,"46","082"
19,17,"Simple",4.6,1,508,"47","082"
20,18,"Simple",4.6,0,661,"48","082"
25,21,"Simple",4.6,1,525,"49","082"
36,34,"Simple",4.6,1,495,"50","082"
22,18,"Complex",4.4,1,907,"01","083"
36,34,"Complex",4.4,1,686,"02","083"
26,23,"Complex",4.4,1,759,"03","083"
25,23,"Complex",4.4,0,986,"04","083"
31,25,"Complex",4.4,1,585,"05","083"
31,29,"Complex",4.4,1,548,"06","083"
21,18,"Complex",4.4,1,972,"07","083"
24,22,"Complex",4.4,1,480,"08","083"
31,30,"Complex",4.4,1,790,"09","083"
32,29,"Complex",4.4,1,590,"10","083"
29,24,"Complex",4.4,0,962,"11","083"
29,27,"Complex",4.4,1,912,"12","083"
30,28,"Complex",4.4,0,725,"13","083"
30,28,"Complex",4.4,1,893,"14","083"
37,36,"Complex",4.4,1,896,"15","083"
36,32,"Complex",4.4,1,1039,"16","083"
20,16,"Complex",4.4,1,578,"17","083"
33,31,"Complex",4.4,0,525,"18","083"
38,36,"Complex",4.4,1,910,"19","083"
24,22,"Complex",4.4,1,977,"20","083"
23,21,"Complex",4.4,1,664,"21","083"
18,15,"Complex",4.4,1,812,"22","083"
21,13,"Complex",4.4,1,786,"23","083"
20,19,"Complex",4.4,1,882,"24","083"
23,21,"Complex",4.4,0,782,"25","083"
35,33,"Complex",4.4,0,703,"26","083"
31,28,"Complex",4.4,1,439,"27","083"
38,36,"Complex",4.4,1,695,"28","083"
30,27,"Complex",4.4,1,483,"29","083"
35,32,"Complex",4.4,0,538,"30","083"
26,22,"Complex",4.4,0,506,"31","083"
26,24,"Complex",4.4,1,720,"32","083"
22,20,"Complex",4.4,1,787,"33","083"
28,26,"Complex",4.4,1,722,"34","083"
24,20,"Complex",4.4,1,486,"35","083"
25,23,"Complex",4.4,0,780,"36","083"
38,37,"Complex",4.4,1,800,"37","083"
22,19,"Complex",4.4,1,1087,"38","083"
31,25,"Complex",4.4,1,747,"39","083"
23,20,"Complex",4.4,1,749,"40","083"
24,19,"Complex",4.4,0,532,"41","083"
35,32,"Complex",4.4,1,733,"42","083"
22,19,"Complex",4.4,0,785,"43","083"
31,26,"Complex",4.4,1,984,"44","083"
27,23,"Complex",4.4,1,717,"45","083"
24,20,"Complex",4.4,1,863,"46","083"
19,17,"Complex",4.4,0,463,"47","083"
20,18,"Complex",4.4,0,500,"48","083"
25,21,"Complex",4.4,1,861,"49","083"
36,34,"Complex",4.4,1,650,"50","083"
22,18,"Complex",4.1,1,759,"01","084"
36,34,"Complex",4.1,0,676,"02","084"
26,23,"Complex",4.1,1,789,"03","084"
25,23,"Complex",4.1,1,1036,"04","084"
31,25,"Complex",4.1,0,462,"05","084"
31,29,"Complex",4.1,1,643,"06","084"
21,18,"Complex",4.1,1,728,"07","084"
24,22,"Complex",4.1,1,543,"08","084"
31,30,"Complex",4.1,0,893,"09","084"
32,29,"Complex",4.1,0,950,"10","084"
29,24,"Complex",4.1,1,720,"11","084"
29,27,"Complex",4.1,1,1817,"12","084"
30,28,"Complex",4.1,1,953,"13","084"
30,28,"Complex",4.1,1,792,"14","084"
37,36,"Complex",4.1,1,655,"15","084"
36,32,"Complex",4.1,0,806,"16","084"
20,16,"Complex",4.1,1,844,"17","084"
33,31,"Complex",4.1,0,498,"18","084"
38,36,"Complex",4.1,1,590,"19","084"
24,22,"Complex",4.1,1,752,"20","084"
23,21,"Complex",4.1,0,823,"21","084"
18,15,"Complex",4.1,1,791,"22","084"
21,13,"Complex",4.1,0,960,"23","084"
20,19,"Complex",4.1,0,868,"24","084"
23,21,"Complex",4.1,0,528,"25","084"
35,33,"Complex",4.1,1,633,"26","084"
31,28,"Complex",4.1,0,658,"27","084"
38,36,"Complex",4.1,1,813,"28","084"
30,27,"Complex",4.1,1,508,"29","084"
35,32,"Complex",4.1,0,613,"30","084"
26,22,"Complex",4.1,0,608,"31","084"
26,24,"Complex",4.1,0,863,"32","084"
22,20,"Complex",4.1,1,1068,"33","084"
28,26,"Complex",4.1,1,1069,"34","084"
24,20,"Complex",4.1,1,642,"35","084"
25,23,"Complex",4.1,0,659,"36","084"
38,37,"Complex",4.1,1,1103,"37","084"
22,19,"Complex",4.1,1,756,"38","084"
31,25,"Complex",4.1,1,670,"39","084"
23,20,"Complex",4.1,1,803,"40","084"
24,19,"Complex",4.1,0,613,"41","084"
35,32,"Complex",4.1,1,1260,"42","084"
22,19,"Complex",4.1,1,996,"43","084"
31,26,"Complex",4.1,1,695,"44","084"
27,23,"Complex",4.1,0,681,"45","084"
24,20,"Complex",4.1,1,809,"46","084"
19,17,"Complex",4.1,1,542,"47","084"
20,18,"Complex",4.1,0,702,"48","084"
25,21,"Complex",4.1,1,911,"49","084"
36,34,"Complex",4.1,1,723,"50","084"
22,18,"Complex",5,1,718,"01","085"
36,34,"Complex",5,1,606,"02","085"
26,23,"Complex",5,1,918,"03","085"
25,23,"Complex",5,0,860,"04","085"
31,25,"Complex",5,1,438,"05","085"
31,29,"Complex",5,1,728,"06","085"
21,18,"Complex",5,1,754,"07","085"
24,22,"Complex",5,0,511,"08","085"
31,30,"Complex",5,1,773,"09","085"
32,29,"Complex",5,1,530,"10","085"
29,24,"Complex",5,1,581,"11","085"
29,27,"Complex",5,0,865,"12","085"
30,28,"Complex",5,0,1232,"13","085"
30,28,"Complex",5,1,796,"14","085"
37,36,"Complex",5,1,968,"15","085"
36,32,"Complex",5,1,866,"16","085"
20,16,"Complex",5,0,595,"17","085"
33,31,"Complex",5,0,501,"18","085"
38,36,"Complex",5,0,559,"19","085"
24,22,"Complex",5,1,999,"20","085"
23,21,"Complex",5,0,567,"21","085"
18,15,"Complex",5,0,712,"22","085"
21,13,"Complex",5,1,876,"23","085"
20,19,"Complex",5,0,1023,"24","085"
23,21,"Complex",5,1,723,"25","085"
35,33,"Complex",5,0,712,"26","085"
31,28,"Complex",5,1,681,"27","085"
38,36,"Complex",5,1,677,"28","085"
30,27,"Complex",5,1,625,"29","085"
35,32,"Complex",5,0,464,"30","085"
26,22,"Complex",5,0,516,"31","085"
26,24,"Complex",5,0,577,"32","085"
22,20,"Complex",5,1,928,"33","085"
28,26,"Complex",5,1,464,"34","085"
24,20,"Complex",5,0,670,"35","085"
25,23,"Complex",5,1,724,"36","085"
38,37,"Complex",5,1,735,"37","085"
22,19,"Complex",5,1,874,"38","085"
31,25,"Complex",5,0,546,"39","085"
23,20,"Complex",5,1,703,"40","085"
24,19,"Complex",5,0,441,"41","085"
35,32,"Complex",5,1,746,"42","085"
22,19,"Complex",5,1,456,"43","085"
31,26,"Complex",5,1,749,"44","085"
27,23,"Complex",5,1,860,"45","085"
24,20,"Complex",5,1,673,"46","085"
19,17,"Complex",5,0,426,"47","085"
20,18,"Complex",5,1,519,"48","085"
25,21,"Complex",5,1,668,"49","085"
36,34,"Complex",5,1,599,"50","085"
22,18,"Complex",3.7,1,751,"01","086"
36,34,"Complex",3.7,1,714,"02","086"
26,23,"Complex",3.7,1,684,"03","086"
25,23,"Complex",3.7,0,1238,"04","086"
31,25,"Complex",3.7,0,486,"05","086"
31,29,"Complex",3.7,0,750,"06","086"
21,18,"Complex",3.7,1,664,"07","086"
24,22,"Complex",3.7,0,501,"08","086"
31,30,"Complex",3.7,0,674,"09","086"
32,29,"Complex",3.7,0,534,"10","086"
29,24,"Complex",3.7,1,688,"11","086"
29,27,"Complex",3.7,1,677,"12","086"
30,28,"Complex",3.7,0,730,"13","086"
30,28,"Complex",3.7,0,722,"14","086"
37,36,"Complex",3.7,1,736,"15","086"
36,32,"Complex",3.7,1,1127,"16","086"
20,16,"Complex",3.7,1,689,"17","086"
33,31,"Complex",3.7,0,607,"18","086"
38,36,"Complex",3.7,0,536,"19","086"
24,22,"Complex",3.7,1,1164,"20","086"
23,21,"Complex",3.7,0,561,"21","086"
18,15,"Complex",3.7,1,1277,"22","086"
21,13,"Complex",3.7,1,1049,"23","086"
20,19,"Complex",3.7,1,639,"24","086"
23,21,"Complex",3.7,0,602,"25","086"
35,33,"Complex",3.7,0,703,"26","086"
31,28,"Complex",3.7,1,494,"27","086"
38,36,"Complex",3.7,1,1057,"28","086"
30,27,"Complex",3.7,0,507,"29","086"
35,32,"Complex",3.7,0,595,"30","086"
26,22,"Complex",3.7,1,444,"31","086"
26,24,"Complex",3.7,0,441,"32","086"
22,20,"Complex",3.7,0,677,"33","086"
28,26,"Complex",3.7,0,747,"34","086"
24,20,"Complex",3.7,0,707,"35","086"
25,23,"Complex",3.7,0,923,"36","086"
38,37,"Complex",3.7,1,843,"37","086"
22,19,"Complex",3.7,1,597,"38","086"
31,25,"Complex",3.7,0,639,"39","086"
23,20,"Complex",3.7,1,775,"40","086"
24,19,"Complex",3.7,0,495,"41","086"
35,32,"Complex",3.7,1,619,"42","086"
22,19,"Complex",3.7,1,779,"43","086"
31,26,"Complex",3.7,0,1415,"44","086"
27,23,"Complex",3.7,0,848,"45","086"
24,20,"Complex",3.7,1,645,"46","086"
19,17,"Complex",3.7,0,409,"47","086"
20,18,"Complex",3.7,0,608,"48","086"
25,21,"Complex",3.7,0,644,"49","086"
36,34,"Complex",3.7,1,627,"50","086"
22,18,"Complex",5.3,1,763,"01","087"
36,34,"Complex",5.3,1,687,"02","087"
26,23,"Complex",5.3,1,710,"03","087"
25,23,"Complex",5.3,1,1026,"04","087"
31,25,"Complex",5.3,1,534,"05","087"
31,29,"Complex",5.3,1,722,"06","087"
21,18,"Complex",5.3,1,770,"07","087"
24,22,"Complex",5.3,0,543,"08","087"
31,30,"Complex",5.3,0,682,"09","087"
32,29,"Complex",5.3,0,595,"10","087"
29,24,"Complex",5.3,1,726,"11","087"
29,27,"Complex",5.3,1,678,"12","087"
30,28,"Complex",5.3,1,854,"13","087"
30,28,"Complex",5.3,0,541,"14","087"
37,36,"Complex",5.3,1,762,"15","087"
36,32,"Complex",5.3,1,688,"16","087"
20,16,"Complex",5.3,1,658,"17","087"
33,31,"Complex",5.3,0,564,"18","087"
38,36,"Complex",5.3,1,557,"19","087"
24,22,"Complex",5.3,1,882,"20","087"
23,21,"Complex",5.3,0,526,"21","087"
18,15,"Complex",5.3,1,599,"22","087"
21,13,"Complex",5.3,1,725,"23","087"
20,19,"Complex",5.3,0,833,"24","087"
23,21,"Complex",5.3,0,720,"25","087"
35,33,"Complex",5.3,1,778,"26","087"
31,28,"Complex",5.3,0,515,"27","087"
38,36,"Complex",5.3,1,698,"28","087"
30,27,"Complex",5.3,1,590,"29","087"
35,32,"Complex",5.3,0,530,"30","087"
26,22,"Complex",5.3,0,508,"31","087"
26,24,"Complex",5.3,1,491,"32","087"
22,20,"Complex",5.3,1,900,"33","087"
28,26,"Complex",5.3,1,607,"34","087"
24,20,"Complex",5.3,0,563,"35","087"
25,23,"Complex",5.3,1,773,"36","087"
38,37,"Complex",5.3,1,579,"37","087"
22,19,"Complex",5.3,1,750,"38","087"
31,25,"Complex",5.3,0,629,"39","087"
23,20,"Complex",5.3,0,772,"40","087"
24,19,"Complex",5.3,0,483,"41","087"
35,32,"Complex",5.3,1,718,"42","087"
22,19,"Complex",5.3,0,698,"43","087"
31,26,"Complex",5.3,1,608,"44","087"
27,23,"Complex",5.3,1,615,"45","087"
24,20,"Complex",5.3,1,503,"46","087"
19,17,"Complex",5.3,0,478,"47","087"
20,18,"Complex",5.3,1,583,"48","087"
25,21,"Complex",5.3,1,578,"49","087"
36,34,"Complex",5.3,0,610,"50","087"
22,18,"Simple",5.9,1,749,"01","088"
36,34,"Simple",5.9,1,593,"02","088"
26,23,"Simple",5.9,1,618,"03","088"
25,23,"Simple",5.9,1,803,"04","088"
31,25,"Simple",5.9,1,475,"05","088"
31,29,"Simple",5.9,1,555,"06","088"
21,18,"Simple",5.9,1,533,"07","088"
24,22,"Simple",5.9,0,536,"08","088"
31,30,"Simple",5.9,1,595,"09","088"
32,29,"Simple",5.9,1,508,"10","088"
29,24,"Simple",5.9,1,699,"11","088"
29,27,"Simple",5.9,1,711,"12","088"
30,28,"Simple",5.9,1,596,"13","088"
30,28,"Simple",5.9,1,626,"14","088"
37,36,"Simple",5.9,1,653,"15","088"
36,32,"Simple",5.9,1,692,"16","088"
20,16,"Simple",5.9,1,553,"17","088"
33,31,"Simple",5.9,1,491,"18","088"
38,36,"Simple",5.9,1,713,"19","088"
24,22,"Simple",5.9,1,1009,"20","088"
23,21,"Simple",5.9,0,631,"21","088"
18,15,"Simple",5.9,1,650,"22","088"
21,13,"Simple",5.9,1,786,"23","088"
20,19,"Simple",5.9,1,637,"24","088"
23,21,"Simple",5.9,1,521,"25","088"
35,33,"Simple",5.9,1,502,"26","088"
31,28,"Simple",5.9,1,501,"27","088"
38,36,"Simple",5.9,1,579,"28","088"
30,27,"Simple",5.9,1,530,"29","088"
35,32,"Simple",5.9,1,501,"30","088"
26,22,"Simple",5.9,1,456,"31","088"
26,24,"Simple",5.9,1,501,"32","088"
22,20,"Simple",5.9,1,765,"33","088"
28,26,"Simple",5.9,1,492,"34","088"
24,20,"Simple",5.9,1,738,"35","088"
25,23,"Simple",5.9,0,529,"36","088"
38,37,"Simple",5.9,1,654,"37","088"
22,19,"Simple",5.9,1,802,"38","088"
31,25,"Simple",5.9,1,624,"39","088"
